HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Schalke 04,Leverkusen,0,3,A,0,0,D,12,18,3,10,20,13,7,5,2,1,0,0
Union Berlin,Stuttgart,3,0,H,0,0,D,13,17,5,8,11,12,3,5,1,1,0,0
Wolfsburg,Augsburg,2,2,D,0,2,A,23,5,5,2,9,15,4,7,3,2,0,0
Bayern Munich,Dortmund,4,2,H,3,0,H,16,10,9,4,11,7,6,2,1,1,0,0
FC Koln,M'gladbach,0,0,D,0,0,D,12,8,5,2,18,8,11,1,3,3,0,0
Werder Bremen,Hoffenheim,1,2,A,0,0,D,12,8,5,2,11,16,1,6,3,4,0,0
Augsburg,FC Koln,1,3,A,1,2,A,13,11,1,5,5,11,6,1,3,4,0,0
Dortmund,Union Berlin,2,1,H,1,0,H,14,7,6,2,8,11,8,0,5,2,0,0
Freiburg,Bayern Munich,0,1,A,0,0,D,10,23,2,8,10,14,2,6,2,2,0,0
Leverkusen,Ein Frankfurt,3,1,H,2,0,H,13,9,8,3,9,13,2,5,1,5,0,0
Mainz,Werder Bremen,2,2,D,0,0,D,16,9,10,4,11,22,1,2,1,5,0,0
Hertha,RB Leipzig,0,1,A,0,1,A,11,18,1,6,12,13,4,4,4,3,0,0
M'gladbach,Wolfsburg,2,0,H,1,0,H,13,9,6,2,12,11,5,8,0,1,0,0
Bochum,Stuttgart,2,3,A,0,1,A,11,14,5,7,12,8,7,4,3,3,0,0
Hoffenheim,Schalke 04,2,0,H,1,0,H,15,10,4,3,14,13,9,8,3,0,0,0
Schalke 04,Hertha,5,2,H,2,1,H,14,11,7,5,12,19,7,8,2,3,0,0
Bayern Munich,Hoffenheim,1,1,D,1,0,H,22,4,7,3,7,10,13,4,2,1,0,0
FC Koln,Mainz,1,1,D,0,1,A,12,5,4,1,10,15,3,3,3,2,0,0
RB Leipzig,Augsburg,3,2,H,3,1,H,13,14,6,3,8,11,3,5,2,3,0,0
Stuttgart,Dortmund,3,3,D,0,2,A,12,15,5,6,7,14,5,7,5,3,1,0
Ein Frankfurt,M'gladbach,1,1,D,0,1,A,16,4,5,2,16,5,10,2,1,2,0,0
Werder Bremen,Freiburg,1,2,A,0,0,D,13,6,5,3,13,12,5,2,2,3,0,0
Union Berlin,Bochum,1,1,D,1,0,H,10,14,2,8,10,7,5,7,2,1,1,0
Wolfsburg,Leverkusen,0,0,D,0,0,D,11,13,3,4,10,17,2,6,0,5,0,0
Augsburg,Stuttgart,1,1,D,1,0,H,4,6,1,3,17,12,1,3,5,3,0,0
Bochum,Wolfsburg,1,5,A,0,3,A,23,15,6,7,11,8,10,3,3,3,0,0
Hertha,Werder Bremen,2,4,A,0,2,A,13,11,5,4,11,12,8,4,2,2,0,0
Hoffenheim,FC Koln,1,3,A,0,2,A,11,14,4,7,11,11,2,5,1,2,0,0
Mainz,Bayern Munich,3,1,H,0,1,A,13,11,4,2,14,6,2,7,2,0,0,0
Dortmund,Ein Frankfurt,4,0,H,3,0,H,14,9,7,2,10,13,5,2,2,3,0,0
Freiburg,Schalke 04,4,0,H,2,0,H,25,10,12,4,9,10,6,5,1,2,0,0
Leverkusen,RB Leipzig,2,0,H,1,0,H,8,26,6,8,10,9,0,9,3,5,0,1
M'gladbach,Union Berlin,0,1,A,0,0,D,8,14,4,4,10,12,2,2,3,2,0,0
Bochum,Dortmund,1,1,D,1,1,D,10,21,4,6,13,9,4,11,1,2,0,0
Ein Frankfurt,Augsburg,1,1,D,1,0,H,7,9,1,3,6,11,5,7,2,2,0,0
FC Koln,Freiburg,0,1,A,0,0,D,21,12,8,6,15,7,9,6,1,1,0,0
RB Leipzig,Hoffenheim,1,0,H,1,0,H,16,5,2,2,9,14,7,1,0,2,0,0
Stuttgart,M'gladbach,2,1,H,1,0,H,18,9,5,4,11,14,5,8,2,2,0,1
Union Berlin,Leverkusen,0,0,D,0,0,D,7,8,1,2,9,8,6,4,1,1,0,0
Schalke 04,Werder Bremen,2,1,H,0,1,A,21,11,10,1,9,17,11,3,4,3,0,0
Bayern Munich,Hertha,2,0,H,0,0,D,25,2,9,1,5,8,18,1,2,0,0,0
Wolfsburg,Mainz,3,0,H,3,0,H,10,10,4,2,6,10,3,5,1,3,0,0
Leverkusen,FC Koln,1,2,A,1,2,A,14,7,4,5,8,13,9,2,1,6,0,0
Mainz,Schalke 04,2,3,A,0,1,A,9,15,4,10,12,10,7,6,4,1,0,0
Augsburg,Union Berlin,1,0,H,0,0,D,11,12,3,4,10,14,3,7,2,2,0,0
Freiburg,RB Leipzig,0,1,A,0,0,D,5,13,2,6,9,11,3,3,2,4,0,0
Hertha,Stuttgart,2,1,H,2,1,H,7,16,3,4,9,19,3,5,4,1,0,0
Hoffenheim,Ein Frankfurt,3,1,H,3,0,H,8,19,5,6,17,14,1,11,2,4,1,0
M'gladbach,Bochum,2,0,H,1,0,H,25,14,9,3,7,13,11,3,2,1,0,0
Werder Bremen,Bayern Munich,1,2,A,0,0,D,12,12,2,4,14,11,1,11,2,1,0,0
Dortmund,Wolfsburg,6,0,H,3,0,H,20,10,10,3,11,14,10,6,0,1,0,0
FC Koln,Hertha,5,2,H,3,2,H,28,9,15,3,11,14,12,3,2,7,0,0
Bayern Munich,Schalke 04,6,0,H,2,0,H,23,8,14,0,10,10,4,3,0,3,0,0
Bochum,Augsburg,3,2,H,1,1,D,15,12,8,2,13,16,7,7,3,2,0,0
Ein Frankfurt,Mainz,3,0,H,2,0,H,17,10,7,4,4,10,5,1,1,3,0,0
Union Berlin,Freiburg,4,2,H,3,0,H,10,13,4,8,18,13,1,7,3,1,0,0
Wolfsburg,Hoffenheim,2,1,H,1,0,H,8,10,3,2,17,12,3,7,2,2,0,0
Dortmund,M'gladbach,5,2,H,4,0,H,33,13,13,8,10,12,10,4,0,2,0,0
Stuttgart,Leverkusen,1,1,D,0,0,D,9,12,1,3,7,14,7,3,3,4,0,0
RB Leipzig,Werder Bremen,2,1,H,0,0,D,20,6,7,2,12,20,3,2,2,5,0,0
Freiburg,Wolfsburg,2,0,H,0,0,D,16,9,7,2,15,16,4,4,1,3,1,0
Hertha,Bochum,1,1,D,0,0,D,14,17,4,6,7,10,9,5,1,1,0,0
Hoffenheim,Union Berlin,4,2,H,2,1,H,10,20,5,4,15,15,1,5,4,5,0,0
Schalke 04,Ein Frankfurt,2,2,D,1,1,D,11,6,4,3,11,16,8,3,3,4,0,0
Werder Bremen,FC Koln,1,1,D,0,1,A,13,13,6,4,10,9,4,9,4,2,0,0
Bayern Munich,RB Leipzig,1,3,A,1,0,H,17,16,4,8,8,11,7,2,1,1,0,0
Mainz,Stuttgart,1,4,A,1,1,D,9,8,6,6,18,11,6,3,3,1,0,0
Augsburg,Dortmund,0,3,A,0,0,D,4,28,1,10,12,9,3,8,3,3,1,0
Leverkusen,M'gladbach,2,2,D,2,0,H,13,9,6,5,12,15,2,3,3,3,1,0
Bochum,Leverkusen,3,0,H,2,0,H,10,11,5,2,12,12,2,5,5,5,0,1
Dortmund,Mainz,2,2,D,0,2,A,30,10,12,4,5,14,6,3,1,1,0,0
Ein Frankfurt,Freiburg,2,1,H,0,1,A,14,13,8,7,13,10,3,6,4,2,0,0
FC Koln,Bayern Munich,1,2,A,0,1,A,9,11,3,3,11,8,7,3,3,0,0,0
M'gladbach,Augsburg,2,0,H,2,0,H,17,9,7,3,5,19,4,4,0,1,0,1
RB Leipzig,Schalke 04,4,2,H,2,1,H,19,16,12,4,13,11,4,5,2,2,0,0
Stuttgart,Hoffenheim,1,1,D,0,0,D,19,8,4,2,12,10,9,2,0,0,0,0
Union Berlin,Werder Bremen,1,0,H,0,0,D,16,7,4,4,9,10,15,1,1,3,0,0
Wolfsburg,Hertha,1,2,A,1,0,H,19,9,9,5,9,18,7,3,1,5,0,0
M'gladbach,Bayern Munich,1,1,D,1,1,D,11,20,5,10,7,4,3,8,2,0,0,0
Augsburg,Hoffenheim,0,4,A,0,1,A,7,15,0,8,8,9,6,5,1,2,0,0
Bielefeld,Freiburg,0,0,D,0,0,D,10,14,4,6,13,10,4,9,3,4,0,0
Stuttgart,Greuther Furth,5,1,H,2,0,H,30,8,15,4,11,8,9,2,0,1,0,0
Union Berlin,Leverkusen,1,1,D,1,1,D,8,16,5,4,13,5,1,6,0,1,0,0
Wolfsburg,Bochum,1,0,H,1,0,H,21,7,9,1,9,7,5,2,0,2,0,1
Dortmund,Ein Frankfurt,5,2,H,3,1,H,12,12,7,3,5,14,7,3,0,0,0,0
Mainz,RB Leipzig,1,0,H,1,0,H,7,15,2,2,10,8,5,11,1,2,0,0
FC Koln,Hertha,3,1,H,1,1,D,15,11,5,5,18,14,4,5,4,2,0,0
RB Leipzig,Stuttgart,4,0,H,1,0,H,26,11,11,5,10,11,6,2,0,3,0,0
Bochum,Mainz,2,0,H,1,0,H,9,16,5,3,15,19,2,7,4,3,0,0
Ein Frankfurt,Augsburg,0,0,D,0,0,D,20,4,5,0,8,10,6,1,3,3,0,0
Freiburg,Dortmund,2,1,H,1,0,H,8,19,4,2,14,14,0,10,1,4,0,0
Greuther Furth,Bielefeld,1,1,D,0,1,A,20,9,5,2,12,15,5,0,4,2,0,1
Hertha,Wolfsburg,1,2,A,0,0,D,12,12,4,3,12,21,4,4,1,2,0,0
Leverkusen,M'gladbach,4,0,H,2,0,H,13,11,6,6,9,11,7,3,4,2,0,0
Hoffenheim,Union Berlin,2,2,D,2,1,H,7,11,3,8,8,11,6,5,1,3,0,1
Bayern Munich,FC Koln,3,2,H,0,0,D,18,10,6,3,14,10,3,4,1,1,0,0
Dortmund,Hoffenheim,3,2,H,0,0,D,23,9,13,5,9,12,4,7,2,3,0,0
Augsburg,Leverkusen,1,4,A,1,2,A,13,13,4,5,12,10,4,4,0,1,0,0
Bielefeld,Ein Frankfurt,1,1,D,0,1,A,14,12,5,3,13,17,4,4,0,3,0,0
FC Koln,Bochum,2,1,H,0,0,D,21,10,5,1,11,21,5,5,2,1,0,0
Mainz,Greuther Furth,3,0,H,2,0,H,17,8,9,1,21,14,7,4,2,2,0,0
Stuttgart,Freiburg,2,3,A,2,3,A,17,14,7,7,10,14,8,5,2,1,0,0
Bayern Munich,Hertha,5,0,H,2,0,H,17,8,6,3,4,5,8,3,0,0,0,0
Union Berlin,M'gladbach,2,1,H,2,0,H,12,18,4,5,15,6,4,8,2,0,0,0
Wolfsburg,RB Leipzig,1,0,H,0,0,D,8,12,2,2,13,18,7,7,4,2,0,0
Freiburg,FC Koln,1,1,D,0,1,A,10,15,3,5,14,12,4,2,1,3,0,1
Greuther Furth,Wolfsburg,0,2,A,0,1,A,7,10,3,4,17,15,3,5,2,3,0,0
Hoffenheim,Mainz,0,2,A,0,1,A,12,11,0,4,15,16,4,5,2,1,0,0
Leverkusen,Dortmund,3,4,A,2,1,H,11,15,5,7,10,11,4,3,4,3,0,0
Union Berlin,Augsburg,0,0,D,0,0,D,15,13,6,6,10,12,6,4,1,2,0,0
RB Leipzig,Bayern Munich,1,4,A,0,1,A,10,18,4,6,9,13,2,6,0,0,0,0
Ein Frankfurt,Stuttgart,1,1,D,0,0,D,18,9,5,3,13,12,6,6,1,4,0,1
Bochum,Hertha,1,3,A,0,2,A,19,5,5,4,9,17,7,2,0,3,0,0
M'gladbach,Bielefeld,3,1,H,1,1,D,17,18,4,7,10,18,3,4,1,1,0,0
Hertha,Greuther Furth,2,1,H,0,0,D,15,10,3,3,12,13,9,4,1,2,0,0
Augsburg,M'gladbach,1,0,H,0,0,D,8,11,1,1,13,9,2,6,1,2,0,0
Bayern Munich,Bochum,7,0,H,4,0,H,22,5,15,1,5,9,2,2,1,1,0,0
Bielefeld,Hoffenheim,0,0,D,0,0,D,9,16,2,3,16,3,5,6,2,1,0,0
Mainz,Freiburg,0,0,D,0,0,D,10,7,3,2,18,16,4,4,2,1,0,0
FC Koln,RB Leipzig,1,1,D,0,0,D,14,18,6,9,12,6,4,10,3,1,0,0
Stuttgart,Leverkusen,1,3,A,1,2,A,18,7,8,4,11,11,2,6,2,3,0,1
Dortmund,Union Berlin,4,2,H,2,0,H,13,9,4,6,10,12,3,6,2,3,0,0
Wolfsburg,Ein Frankfurt,1,1,D,0,1,A,15,6,6,2,14,18,7,4,2,6,0,0
Greuther Furth,Bayern Munich,1,3,A,0,2,A,11,12,6,4,18,13,6,3,4,1,0,1
Ein Frankfurt,FC Koln,1,1,D,1,1,D,10,15,3,2,11,19,7,6,2,3,0,0
Hoffenheim,Wolfsburg,3,1,H,1,1,D,11,13,3,2,13,9,5,2,2,2,0,0
Leverkusen,Mainz,1,0,H,0,0,D,16,14,9,5,11,12,6,3,4,3,0,0
RB Leipzig,Hertha,6,0,H,3,0,H,18,5,11,3,8,19,2,1,1,3,0,0
Union Berlin,Bielefeld,1,0,H,0,0,D,17,9,4,2,9,5,5,4,1,0,0,0
M'gladbach,Dortmund,1,0,H,1,0,H,14,8,3,0,17,15,5,1,4,4,0,1
Bochum,Stuttgart,0,0,D,0,0,D,14,8,4,3,15,12,7,2,2,5,0,0
Freiburg,Augsburg,3,0,H,3,0,H,19,8,9,2,11,13,6,3,0,1,0,0
FC Koln,Greuther Furth,3,1,H,0,1,A,18,7,8,3,16,18,8,1,1,1,0,0
Dortmund,Augsburg,2,1,H,1,1,D,17,5,3,3,9,16,7,3,1,3,0,0
Hertha,Freiburg,1,2,A,0,1,A,12,9,3,4,17,15,4,9,3,0,0,0
Stuttgart,Hoffenheim,3,1,H,1,0,H,12,13,6,4,14,12,9,4,0,1,0,0
Wolfsburg,M'gladbach,1,3,A,1,2,A,10,19,5,11,17,10,4,6,7,3,1,0
RB Leipzig,Bochum,3,0,H,0,0,D,15,9,9,2,10,16,2,3,1,1,0,0
Mainz,Union Berlin,1,2,A,1,0,H,11,15,4,3,15,6,2,5,2,4,1,0
Bayern Munich,Ein Frankfurt,1,2,A,1,1,D,21,5,11,3,6,8,10,1,2,1,0,0
Bielefeld,Leverkusen,0,4,A,0,2,A,10,19,3,7,13,7,2,4,4,1,0,0
Hoffenheim,FC Koln,5,0,H,1,0,H,14,10,8,0,13,7,3,3,1,1,0,0
Dortmund,Mainz,3,1,H,1,0,H,11,5,5,2,7,12,6,2,2,4,0,0
Ein Frankfurt,Hertha,1,2,A,0,1,A,13,12,5,6,17,16,7,4,1,2,0,0
Freiburg,RB Leipzig,1,1,D,0,1,A,15,13,2,4,10,17,8,5,0,4,0,0
Greuther Furth,Bochum,0,1,A,0,0,D,12,9,3,2,16,16,4,3,2,4,0,0
Union Berlin,Wolfsburg,2,0,H,0,0,D,6,13,3,4,7,16,3,3,3,1,0,0
M'gladbach,Stuttgart,1,1,D,1,1,D,31,5,8,2,14,21,9,1,3,3,0,0
Leverkusen,Bayern Munich,1,5,A,0,5,A,7,27,4,11,9,9,4,7,0,0,0,0
Augsburg,Bielefeld,1,1,D,1,0,H,14,10,6,3,8,15,9,5,3,1,0,0
Mainz,Augsburg,4,1,H,3,0,H,19,6,8,2,9,11,6,2,1,3,0,0
Bayern Munich,Hoffenheim,4,0,H,2,0,H,15,9,7,2,4,18,4,2,0,4,0,0
Bielefeld,Dortmund,1,3,A,0,2,A,13,14,6,7,13,9,7,2,1,0,0,0
RB Leipzig,Greuther Furth,4,1,H,0,1,A,13,8,5,4,15,12,3,4,2,0,0,0
Wolfsburg,Freiburg,0,2,A,0,1,A,17,11,4,4,17,15,7,1,3,0,0,0
Hertha,M'gladbach,1,0,H,1,0,H,10,10,4,1,11,21,2,6,2,2,0,0
FC Koln,Leverkusen,2,2,D,0,2,A,17,9,5,6,10,15,6,6,1,3,0,0
Stuttgart,Union Berlin,1,1,D,0,1,A,8,11,2,3,16,13,1,2,3,1,1,0
Bochum,Ein Frankfurt,2,0,H,1,0,H,19,14,7,6,9,11,4,7,0,2,0,0
Hoffenheim,Hertha,2,0,H,2,0,H,14,5,3,2,15,9,9,4,2,1,0,1
Bielefeld,Mainz,1,2,A,1,1,D,15,16,7,6,16,9,6,6,2,3,0,0
Dortmund,FC Koln,2,0,H,1,0,H,7,19,4,6,10,11,4,3,2,3,0,0
Freiburg,Greuther Furth,3,1,H,2,0,H,12,8,5,4,10,13,5,2,0,2,0,0
Leverkusen,Wolfsburg,0,2,A,0,0,D,12,13,1,8,11,15,10,2,3,2,0,1
Union Berlin,Bayern Munich,2,5,A,1,3,A,9,14,6,6,9,7,6,1,1,1,0,0
Ein Frankfurt,RB Leipzig,1,1,D,0,1,A,12,15,3,7,11,9,5,5,1,1,0,0
Augsburg,Stuttgart,4,1,H,1,1,D,20,12,12,3,15,12,7,5,3,4,0,0
M'gladbach,Bochum,2,1,H,2,0,H,14,11,5,4,7,15,9,1,1,1,0,0
Mainz,M'gladbach,1,1,D,0,1,A,19,11,8,5,15,8,9,1,3,3,0,0
Bayern Munich,Freiburg,2,1,H,1,0,H,29,14,11,4,5,13,6,4,0,0,0,0
Bochum,Hoffenheim,2,0,H,0,0,D,14,9,4,1,7,20,2,4,1,5,0,0
Stuttgart,Bielefeld,0,1,A,0,1,A,9,15,4,2,11,11,8,4,0,3,0,0
Wolfsburg,Augsburg,1,0,H,1,0,H,9,13,4,3,14,13,0,8,2,3,0,0
RB Leipzig,Dortmund,2,1,H,1,0,H,15,9,7,3,12,18,5,6,3,5,0,0
Hertha,Leverkusen,1,1,D,1,0,H,15,8,5,3,13,13,5,6,1,3,0,0
FC Koln,Union Berlin,2,2,D,1,2,A,16,9,5,3,8,19,5,2,2,2,0,0
Greuther Furth,Ein Frankfurt,1,2,A,0,0,D,20,14,2,4,12,17,6,3,4,1,0,0
Augsburg,Bayern Munich,2,1,H,2,1,H,6,18,3,4,18,9,1,10,2,1,0,0
Bielefeld,Wolfsburg,2,2,D,1,0,H,10,13,3,5,15,9,6,5,4,1,0,0
Dortmund,Stuttgart,2,1,H,0,0,D,20,12,4,4,11,14,2,3,0,2,0,0
Hoffenheim,RB Leipzig,2,0,H,1,0,H,24,4,8,0,17,18,7,2,2,2,0,0
Leverkusen,Bochum,1,0,H,1,0,H,11,19,5,7,10,13,7,7,3,2,0,0
M'gladbach,Greuther Furth,4,0,H,3,0,H,19,4,11,2,11,13,7,7,1,3,0,0
Union Berlin,Hertha,2,0,H,2,0,H,16,6,5,3,17,13,7,6,1,1,0,0
Freiburg,Ein Frankfurt,0,2,A,0,2,A,20,13,6,7,10,16,10,4,0,4,0,0
Mainz,FC Koln,1,1,D,1,0,H,11,12,2,6,18,7,5,7,2,1,0,0
Stuttgart,Mainz,2,1,H,1,1,D,8,18,3,5,7,17,5,6,2,2,0,0
Bochum,Freiburg,2,1,H,0,0,D,13,22,5,11,12,13,4,7,2,1,0,0
FC Koln,M'gladbach,4,1,H,0,0,D,15,15,9,5,15,11,4,4,1,3,0,0
Greuther Furth,Hoffenheim,3,6,A,1,2,A,14,20,7,11,17,17,4,10,1,0,0,0
Hertha,Augsburg,1,1,D,1,0,H,10,20,4,7,11,14,5,6,2,3,0,0
Wolfsburg,Dortmund,1,3,A,1,1,D,15,16,7,8,9,11,7,7,4,1,0,0
Bayern Munich,Bielefeld,1,0,H,0,0,D,23,8,9,0,8,13,13,4,1,1,0,0
Ein Frankfurt,Union Berlin,2,1,H,1,0,H,17,7,4,4,4,7,7,2,0,4,0,0
RB Leipzig,Leverkusen,1,3,A,0,2,A,14,11,3,4,10,9,7,2,1,3,0,0
Union Berlin,RB Leipzig,2,1,H,1,1,D,14,11,5,2,12,8,5,7,1,1,0,0
Augsburg,Bochum,2,3,A,0,3,A,16,12,7,6,9,6,13,6,0,2,0,0
Bielefeld,FC Koln,1,1,D,0,1,A,18,9,5,3,14,10,7,1,1,1,0,0
Hoffenheim,Ein Frankfurt,3,2,H,2,1,H,8,17,4,2,9,12,4,6,2,2,0,0
Leverkusen,Greuther Furth,7,1,H,3,1,H,13,8,8,3,13,8,4,3,0,1,0,0
Mainz,Wolfsburg,3,0,H,2,0,H,12,16,5,0,18,10,6,5,1,1,0,0
Dortmund,Bayern Munich,2,3,A,1,2,A,11,16,4,6,10,10,4,6,2,2,0,0
Stuttgart,Hertha,2,2,D,2,1,H,10,15,3,8,9,16,7,5,0,1,0,0
M'gladbach,Freiburg,0,6,A,0,6,A,19,15,3,8,12,15,3,3,2,1,0,0
FC Koln,Augsburg,0,2,A,0,0,D,14,12,4,4,12,15,9,4,2,4,0,0
Bayern Munich,Mainz,2,1,H,0,1,A,21,9,7,4,9,10,7,2,3,3,0,0
Bochum,Dortmund,1,1,D,1,0,H,4,23,3,8,8,18,0,15,0,3,0,0
Freiburg,Hoffenheim,1,2,A,1,1,D,14,14,6,8,13,9,6,7,4,3,0,0
Hertha,Bielefeld,2,0,H,0,0,D,18,9,9,1,10,15,6,4,1,1,0,0
RB Leipzig,M'gladbach,4,1,H,2,0,H,19,12,10,4,20,15,6,0,3,2,0,0
Wolfsburg,Stuttgart,0,2,A,0,1,A,19,12,3,3,17,9,5,3,2,2,0,0
Greuther Furth,Union Berlin,1,0,H,0,0,D,5,14,3,4,12,6,3,7,3,0,0,0
Ein Frankfurt,Leverkusen,5,2,H,2,2,D,15,11,7,4,11,11,7,4,0,3,0,0
Stuttgart,Bayern Munich,0,5,A,0,1,A,13,25,1,12,7,7,1,3,1,1,0,0
Bielefeld,Bochum,2,0,H,0,0,D,13,5,4,3,13,9,6,2,2,2,0,0
Mainz,Hertha,4,0,H,2,0,H,21,7,11,1,10,14,4,1,0,2,0,0
Wolfsburg,FC Koln,2,3,A,1,1,D,19,19,5,6,18,9,9,5,3,2,0,0
M'gladbach,Ein Frankfurt,2,3,A,1,1,D,19,12,8,5,8,19,7,1,2,5,0,1
Augsburg,RB Leipzig,1,1,D,0,1,A,9,13,2,4,14,7,6,8,2,0,0,0
Dortmund,Greuther Furth,3,0,H,1,0,H,12,7,5,1,10,10,5,8,2,2,0,0
Leverkusen,Hoffenheim,2,2,D,1,0,H,17,14,9,6,12,4,6,3,5,3,1,0
Union Berlin,Freiburg,0,0,D,0,0,D,18,8,5,2,10,12,4,3,1,1,0,0
Bayern Munich,Wolfsburg,4,0,H,1,0,H,24,7,9,2,10,4,5,3,0,0,0,0
Bochum,Union Berlin,0,1,A,0,1,A,13,9,3,3,13,9,1,5,2,0,0,0
Ein Frankfurt,Mainz,1,0,H,1,0,H,13,11,4,5,11,9,8,6,0,1,0,0
Greuther Furth,Augsburg,0,0,D,0,0,D,4,14,1,5,8,13,6,5,2,3,0,0
Hoffenheim,M'gladbach,1,1,D,0,1,A,21,11,8,5,6,9,15,3,2,2,0,0
RB Leipzig,Bielefeld,0,2,A,0,0,D,15,4,4,4,6,16,10,1,0,2,0,1
Hertha,Dortmund,3,2,H,0,1,A,14,9,5,3,4,19,1,5,0,1,0,0
Freiburg,Leverkusen,2,1,H,1,1,D,14,6,6,4,6,8,4,8,2,3,0,0
FC Koln,Stuttgart,1,0,H,0,0,D,8,6,2,2,17,13,2,1,3,1,0,0
Bayern Munich,M'gladbach,1,2,A,1,2,A,19,9,8,3,18,11,6,6,0,1,0,0
Freiburg,Bielefeld,2,2,D,1,0,H,18,15,6,5,6,5,7,12,2,1,0,0
Greuther Furth,Stuttgart,0,0,D,0,0,D,10,18,3,3,8,12,1,5,0,1,0,0
Hoffenheim,Augsburg,3,1,H,2,1,H,12,9,5,4,17,8,2,4,1,0,0,0
Leverkusen,Union Berlin,2,2,D,1,1,D,17,17,8,7,8,11,11,5,1,2,0,0
RB Leipzig,Mainz,4,1,H,1,0,H,16,2,8,1,6,10,6,1,0,2,0,1
Ein Frankfurt,Dortmund,2,3,A,2,0,H,12,21,5,8,14,6,4,11,3,2,0,0
Hertha,FC Koln,1,3,A,0,2,A,10,14,5,8,9,16,10,4,3,1,0,0
Bochum,Wolfsburg,1,0,H,0,0,D,12,12,3,4,15,18,4,2,1,2,0,0
Dortmund,Freiburg,5,1,H,3,0,H,20,4,8,4,8,8,9,2,2,0,0,0
FC Koln,Bayern Munich,0,4,A,0,2,A,11,19,3,9,6,10,5,12,1,0,0,0
Mainz,Bochum,1,0,H,0,0,D,20,12,5,3,19,14,7,3,3,3,0,0
Stuttgart,RB Leipzig,0,2,A,0,1,A,16,7,10,3,12,13,5,1,3,1,0,0
Union Berlin,Hoffenheim,2,1,H,1,1,D,6,12,3,5,10,11,0,8,0,3,0,0
Wolfsburg,Hertha,0,0,D,0,0,D,7,6,3,2,12,12,3,2,1,1,0,0
M'gladbach,Leverkusen,1,2,A,0,0,D,16,29,6,13,8,18,5,7,2,3,0,0
Augsburg,Ein Frankfurt,1,1,D,1,1,D,12,14,5,4,12,14,4,3,3,3,0,0
Bielefeld,Greuther Furth,2,2,D,1,1,D,13,6,5,3,16,6,3,5,4,1,0,0
Ein Frankfurt,Bielefeld,0,2,A,0,2,A,17,8,7,5,7,10,10,1,4,2,0,0
Freiburg,Stuttgart,2,0,H,1,0,H,16,7,4,1,12,7,6,3,1,1,0,0
